id,molecule_type,metab_stat,enzyme_score,stat,color,shape
13dampp_c,reaction_enzyme,0,0,0,#C1C1C1,square
13dampp_e,reaction_enzyme,0,0,0,#C1C1C1,square
23dpg_c,reaction_enzyme,0,0,0,#C1C1C1,square
34_36,reaction_enzyme,0,0.3879643916443373,0.3879643916443373,#F4A582,square
34dhphe_c,reaction_enzyme,0,0,0,#C1C1C1,square
34dhphe_e,reaction_enzyme,0,0,0,#C1C1C1,square
36_35,reaction_enzyme,0,0.3879643916443373,0.3879643916443373,#F4A582,square
3aib__D_c,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_e,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_m,reaction_enzyme,0,0,0,#C1C1C1,square
3HBCOAHLm,reaction_enzyme,0,-0.9596034149874054,-0.9596034149874054,#4393C3,square
3mhis_c,reaction_enzyme,0,0,0,#C1C1C1,square
3mhis_e,reaction_enzyme,0,0,0,#C1C1C1,square
3MHISc,reaction_enzyme,0,0.5211854583546968,0.5211854583546968,#F4A582,square
3snpyr_c,reaction_enzyme,0,0,0,#C1C1C1,square
3snpyr_m,reaction_enzyme,0,0,0,#C1C1C1,square
3SPYRSP,reaction_enzyme,0,-0.5739452756278614,-0.5739452756278614,#92C5DE,square
3SPYRSPm,reaction_enzyme,0,-0.39960955197879283,-0.39960955197879283,#92C5DE,square
42A3HP24DB_c,reaction_enzyme,0,0,0,#C1C1C1,square
4aphdob_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_e,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_m,reaction_enzyme,0,0,0,#C1C1C1,square
4OHBUTm,reaction_enzyme,0,1.0030438303630531,1.0030438303630531,#B2182B,square
765 ,reaction_enzyme,0,-1.2377908330499958,-1.2377908330499958,#2166AC,square
8781,reaction_enzyme,0,-0.17087950487714237,-0.17087950487714237,#D1E5F0,square
AACS,reaction_enzyme,0,1.0317477270691808,1.0317477270691808,#B2182B,square
AADAT,reaction_enzyme,0,-0.3772308530268772,-0.3772308530268772,#92C5DE,square
AADAT_nitro,reaction_enzyme,0,0.3557948339263995,0.3557948339263995,#F4A582,square
AADAT>22,reaction_enzyme,0,-0.3772308530268772,-0.3772308530268772,#92C5DE,square
AADAT>22_nitro,reaction_enzyme,0,0.3557948339263995,0.3557948339263995,#F4A582,square
AADAT>24,reaction_enzyme,0,0.8651309395708774,0.8651309395708774,#D6604D,square
AADAT>24_nitro,reaction_enzyme,0,-1.4199406409240647,-1.4199406409240647,#053061,square
AADAT>890,reaction_enzyme,0,0.45644079947601773,0.45644079947601773,#F4A582,square
AADAT>890_nitro,reaction_enzyme,0,-0.9070802234489996,-0.9070802234489996,#4393C3,square
AADAT>891,reaction_enzyme,0,0.45644079947601773,0.45644079947601773,#F4A582,square
AADAT>891_nitro,reaction_enzyme,0,-0.9070802234489996,-0.9070802234489996,#4393C3,square
AADAT>894,reaction_enzyme,0,0.45644079947601773,0.45644079947601773,#F4A582,square
AADAT>894_nitro,reaction_enzyme,0,-0.9070802234489996,-0.9070802234489996,#4393C3,square
AADAT>896,reaction_enzyme,0,0.45644079947601773,0.45644079947601773,#F4A582,square
AADAT>896_nitro,reaction_enzyme,0,-0.9070802234489996,-0.9070802234489996,#4393C3,square
AASAD3m,reaction_enzyme,0,-0.7311954138795823,-0.7311954138795823,#4393C3,square
AASS,reaction_enzyme,0,-0.3712139326418756,-0.3712139326418756,#92C5DE,square
AASS>23,reaction_enzyme,0,-0.7311954138795824,-0.7311954138795824,#4393C3,square
AASS>25,reaction_enzyme,0,0.22708009144504657,0.22708009144504657,#FDDBC7,square
ABAT,reaction_enzyme,0,0.5943120115990348,0.5943120115990348,#F4A582,square
ABAT_nitro,reaction_enzyme,0,-1.3080057579514361,-1.3080057579514361,#053061,square
ABAT_reverse,reaction_enzyme,0,-1.0092929697418684,-1.0092929697418684,#2166AC,square
ABAT_reverse_nitro,reaction_enzyme,0,1.1079485255430919,1.1079485255430919,#B2182B,square
ABAT>1028,reaction_enzyme,0,0.8501371492411004,0.8501371492411004,#D6604D,square
ABAT>1028_nitro,reaction_enzyme,0,-0.7765478984182479,-0.7765478984182479,#4393C3,square
ABAT>1028_reverse,reaction_enzyme,0,-0.2686916274581069,-0.2686916274581069,#D1E5F0,square
ABAT>1028_reverse_nitro,reaction_enzyme,0,0.22708009144504657,0.22708009144504657,#FDDBC7,square
