id,molecule_type,metab_stat,enzyme_score,stat,color,shape
13dampp_c,reaction_enzyme,0,0,0,#C1C1C1,square
13dampp_e,reaction_enzyme,0,0,0,#C1C1C1,square
23dpg_c,reaction_enzyme,0,0,0,#C1C1C1,square
34_36,reaction_enzyme,0,0.7264806384160521,0.7264806384160521,#F4A582,square
34dhphe_c,reaction_enzyme,0,0,0,#C1C1C1,square
34dhphe_e,reaction_enzyme,0,0,0,#C1C1C1,square
36_35,reaction_enzyme,0,0.7264806384160521,0.7264806384160521,#F4A582,square
3aib__D_c,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_e,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_m,reaction_enzyme,0,0,0,#C1C1C1,square
3HBCOAHLm,reaction_enzyme,0,0.4613675439000369,0.4613675439000369,#FDDBC7,square
3mhis_c,reaction_enzyme,0,0,0,#C1C1C1,square
3mhis_e,reaction_enzyme,0,0,0,#C1C1C1,square
3MHISc,reaction_enzyme,0,-0.5427021611693514,-0.5427021611693514,#92C5DE,square
3snpyr_c,reaction_enzyme,0,0,0,#C1C1C1,square
3snpyr_m,reaction_enzyme,0,0,0,#C1C1C1,square
3SPYRSP,reaction_enzyme,0,-0.19442330578051265,-0.19442330578051265,#D1E5F0,square
3SPYRSPm,reaction_enzyme,0,0.4710075719012471,0.4710075719012471,#FDDBC7,square
42A3HP24DB_c,reaction_enzyme,0,0,0,#C1C1C1,square
4aphdob_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_e,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_m,reaction_enzyme,0,0,0,#C1C1C1,square
4OHBUTm,reaction_enzyme,0,0.391654253174217,0.391654253174217,#FDDBC7,square
765 ,reaction_enzyme,0,0.054329566930228584,0.054329566930228584,#FDDBC7,square
8781,reaction_enzyme,0,-0.9873687220530648,-0.9873687220530648,#92C5DE,square
AACS,reaction_enzyme,0,0.5656882032713173,0.5656882032713173,#F4A582,square
AADAT,reaction_enzyme,0,-0.08357114857625883,-0.08357114857625883,#D1E5F0,square
AADAT_nitro,reaction_enzyme,0,0.1470031379379669,0.1470031379379669,#FDDBC7,square
AADAT>22,reaction_enzyme,0,-0.08357114857625883,-0.08357114857625883,#D1E5F0,square
AADAT>22_nitro,reaction_enzyme,0,0.1470031379379669,0.1470031379379669,#FDDBC7,square
AADAT>24,reaction_enzyme,0,0.37724893271213605,0.37724893271213605,#FDDBC7,square
AADAT>24_nitro,reaction_enzyme,0,0.6988655297542253,0.6988655297542253,#F4A582,square
AADAT>890,reaction_enzyme,0,0.11561841915786245,0.11561841915786245,#FDDBC7,square
AADAT>890_nitro,reaction_enzyme,0,-0.22504975897186708,-0.22504975897186708,#D1E5F0,square
AADAT>891,reaction_enzyme,0,0.11561841915786245,0.11561841915786245,#FDDBC7,square
AADAT>891_nitro,reaction_enzyme,0,-0.22504975897186708,-0.22504975897186708,#D1E5F0,square
AADAT>894,reaction_enzyme,0,0.11561841915786245,0.11561841915786245,#FDDBC7,square
AADAT>894_nitro,reaction_enzyme,0,-0.22504975897186708,-0.22504975897186708,#D1E5F0,square
AADAT>896,reaction_enzyme,0,0.11561841915786245,0.11561841915786245,#FDDBC7,square
AADAT>896_nitro,reaction_enzyme,0,-0.22504975897186708,-0.22504975897186708,#D1E5F0,square
AASAD3m,reaction_enzyme,0,1.5763698794336969,1.5763698794336969,#B2182B,square
AASS,reaction_enzyme,0,1.6039099281517966,1.6039099281517966,#B2182B,square
AASS>23,reaction_enzyme,0,1.5763698794336973,1.5763698794336973,#B2182B,square
AASS>25,reaction_enzyme,0,1.2509584308255555,1.2509584308255555,#D6604D,square
ABAT,reaction_enzyme,0,1.0607748086588906,1.0607748086588906,#D6604D,square
ABAT_nitro,reaction_enzyme,0,0.45132236594594416,0.45132236594594416,#FDDBC7,square
ABAT_reverse,reaction_enzyme,0,0.5192853021450419,0.5192853021450419,#F4A582,square
ABAT_reverse_nitro,reaction_enzyme,0,0.2657537892042537,0.2657537892042537,#FDDBC7,square
ABAT>1028,reaction_enzyme,0,1.061189335426515,1.061189335426515,#D6604D,square
ABAT>1028_nitro,reaction_enzyme,0,1.4641503465314087,1.4641503465314087,#D6604D,square
ABAT>1028_reverse,reaction_enzyme,0,0.6431776910240804,0.6431776910240804,#F4A582,square
ABAT>1028_reverse_nitro,reaction_enzyme,0,1.2509584308255555,1.2509584308255555,#D6604D,square
