id,molecule_type,metab_stat,enzyme_score,stat,color,shape
13dampp_c,reaction_enzyme,0,0,0,#C1C1C1,square
23dpg_c,reaction_enzyme,0,0,0,#C1C1C1,square
2DR1PP,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_c,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_e,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_m,reaction_enzyme,0,0,0,#C1C1C1,square
3HBCOAHLm,reaction_enzyme,0,1.1265957079700943,1.1265957079700943,#D6604D,square
3snpyr_c,reaction_enzyme,0,0,0,#C1C1C1,square
3snpyr_m,reaction_enzyme,0,0,0,#C1C1C1,square
3SPYRSP,reaction_enzyme,0,0.5584256801950741,0.5584256801950741,#F4A582,square
3SPYRSPm,reaction_enzyme,0,0.7017495431785382,0.7017495431785382,#F4A582,square
42A3HP24DB_c,reaction_enzyme,0,0,0,#C1C1C1,square
4aphdob_c,reaction_enzyme,0,0,0,#C1C1C1,square
8781,reaction_enzyme,0,-1.3711824742566003,-1.3711824742566003,#4393C3,square
AACS,reaction_enzyme,0,0.33187591305284325,0.33187591305284325,#FDDBC7,square
AACS>943,reaction_enzyme,0,-0.8079992935316278,-0.8079992935316278,#92C5DE,square
AADAT,reaction_enzyme,0,-1.0332015883233174,-1.0332015883233174,#4393C3,square
AADAT_gluakg,reaction_enzyme,0,-0.9673659618808877,-0.9673659618808877,#4393C3,square
AADAT>13,reaction_enzyme,0,-1.0332015883233174,-1.0332015883233174,#4393C3,square
AADAT>13_gluakg,reaction_enzyme,0,-0.9673659618808877,-0.9673659618808877,#4393C3,square
AADAT>15,reaction_enzyme,0,-1.5317863456502678,-1.5317863456502678,#2166AC,square
AADAT>15_gluakg,reaction_enzyme,0,-0.9705898784214528,-0.9705898784214528,#4393C3,square
AADAT>758,reaction_enzyme,0,0.2579391169257439,0.2579391169257439,#FDDBC7,square
AADAT>758_gluakg,reaction_enzyme,0,-1.2628790303729427,-1.2628790303729427,#4393C3,square
AADAT>759,reaction_enzyme,0,0.2579391169257439,0.2579391169257439,#FDDBC7,square
AADAT>759_gluakg,reaction_enzyme,0,-1.2628790303729427,-1.2628790303729427,#4393C3,square
AADAT>762,reaction_enzyme,0,0.27293724071932196,0.27293724071932196,#FDDBC7,square
AADAT>762_gluakg,reaction_enzyme,0,-1.2628790303729427,-1.2628790303729427,#4393C3,square
AADAT>764,reaction_enzyme,0,0.27293724071932196,0.27293724071932196,#FDDBC7,square
AADAT>764_gluakg,reaction_enzyme,0,-1.2628790303729427,-1.2628790303729427,#4393C3,square
AASAD3m,reaction_enzyme,0,-0.965511649946274,-0.965511649946274,#4393C3,square
AASS,reaction_enzyme,0,-1.048105596437837,-1.048105596437837,#4393C3,square
AASS>14,reaction_enzyme,0,-0.47819163284666716,-0.47819163284666716,#92C5DE,square
ABAT,reaction_enzyme,0,1.3941386776178462,1.3941386776178462,#D6604D,square
