id,molecule_type,metab_stat,enzyme_score,stat,color,shape
13dampp_c,reaction_enzyme,0,0,0,#C1C1C1,square
13dampp_e,reaction_enzyme,0,0,0,#C1C1C1,square
23dpg_c,reaction_enzyme,0,0,0,#C1C1C1,square
2DR1PP,reaction_enzyme,0,0,0,#C1C1C1,square
34_36,reaction_enzyme,0,-0.06322989051646011,-0.06322989051646011,#D1E5F0,square
34dhphe_c,reaction_enzyme,0,0,0,#C1C1C1,square
34dhphe_e,reaction_enzyme,0,0,0,#C1C1C1,square
36_35,reaction_enzyme,0,-0.06322989051646011,-0.06322989051646011,#D1E5F0,square
3aib__D_c,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_e,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_m,reaction_enzyme,0,0,0,#C1C1C1,square
3HBCOAHLm,reaction_enzyme,0,0.43239583752321875,0.43239583752321875,#FDDBC7,square
3mhis_c,reaction_enzyme,0,0,0,#C1C1C1,square
3mhis_e,reaction_enzyme,0,0,0,#C1C1C1,square
3MHISc,reaction_enzyme,0,-0.09379070695947342,-0.09379070695947342,#D1E5F0,square
3SALAOX,reaction_enzyme,0,0.8046593253695881,0.8046593253695881,#F4A582,square
3snpyr_c,reaction_enzyme,0,0,0,#C1C1C1,square
3snpyr_m,reaction_enzyme,0,0,0,#C1C1C1,square
3SPYRSP,reaction_enzyme,0,-0.17073526725659882,-0.17073526725659882,#D1E5F0,square
3SPYRSPm,reaction_enzyme,0,-0.055373917756854796,-0.055373917756854796,#D1E5F0,square
42A3HP24DB_c,reaction_enzyme,0,0,0,#C1C1C1,square
4aphdob_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_e,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_m,reaction_enzyme,0,0,0,#C1C1C1,square
4OHBUTm,reaction_enzyme,0,-0.5113811970456582,-0.5113811970456582,#92C5DE,square
765 ,reaction_enzyme,0,0.3490777247531653,0.3490777247531653,#FDDBC7,square
8781,reaction_enzyme,0,-1.7170744223301306,-1.7170744223301306,#2166AC,square
AACS,reaction_enzyme,0,-0.6756154898178806,-0.6756154898178806,#92C5DE,square
AADAT,reaction_enzyme,0,-0.8317148982284183,-0.8317148982284183,#92C5DE,square
AADAT_gluakg,reaction_enzyme,0,-1.7527976236918468,-1.7527976236918468,#2166AC,square
AADAT>22,reaction_enzyme,0,-0.8317148982284183,-0.8317148982284183,#92C5DE,square
AADAT>22_gluakg,reaction_enzyme,0,-1.7527976236918468,-1.7527976236918468,#2166AC,square
AADAT>24,reaction_enzyme,0,-1.0585613252218997,-1.0585613252218997,#4393C3,square
AADAT>24_gluakg,reaction_enzyme,0,-2.1467784288083567,-2.1467784288083567,#053061,square
AADAT>890,reaction_enzyme,0,-0.4821391713414318,-0.4821391713414318,#92C5DE,square
AADAT>890_gluakg,reaction_enzyme,0,-2.328849251172807,-2.328849251172807,#053061,square
AADAT>891,reaction_enzyme,0,-0.4821391713414318,-0.4821391713414318,#92C5DE,square
AADAT>891_gluakg,reaction_enzyme,0,-2.328849251172807,-2.328849251172807,#053061,square
AADAT>894,reaction_enzyme,0,-0.4231950263672172,-0.4231950263672172,#D1E5F0,square
AADAT>894_gluakg,reaction_enzyme,0,-2.328849251172807,-2.328849251172807,#053061,square
AADAT>896,reaction_enzyme,0,-0.4231950263672172,-0.4231950263672172,#D1E5F0,square
AADAT>896_gluakg,reaction_enzyme,0,-2.328849251172807,-2.328849251172807,#053061,square
AASAD3m,reaction_enzyme,0,-0.8571094374077142,-0.8571094374077142,#92C5DE,square
AASS,reaction_enzyme,0,-2.0074710514700977,-2.0074710514700977,#053061,square
AASS>23,reaction_enzyme,0,-1.788273492706062,-1.788273492706062,#2166AC,square
AASS>25,reaction_enzyme,0,-1.9682721377277295,-1.9682721377277295,#053061,square
ABAT,reaction_enzyme,0,0.5474182726851143,0.5474182726851143,#F4A582,square
ABAT_gluakg,reaction_enzyme,0,-2.1467784288083567,-2.1467784288083567,#053061,square
ABAT_reverse,reaction_enzyme,0,0.013209528728598692,0.013209528728598692,#FDDBC7,square
ABAT_reverse_gluakg,reaction_enzyme,0,-1.4512504452664643,-1.4512504452664643,#2166AC,square
ABAT>1028,reaction_enzyme,0,-0.23356115499290866,-0.23356115499290866,#D1E5F0,square
ABAT>1028_gluakg,reaction_enzyme,0,-2.1467784288083567,-2.1467784288083567,#053061,square
