id,molecule_type,metab_stat,enzyme_score,stat,color,shape
13dampp_c,reaction_enzyme,0,0,0,#C1C1C1,square
13dampp_e,reaction_enzyme,0,0,0,#C1C1C1,square
23dpg_c,reaction_enzyme,0,0,0,#C1C1C1,square
2DR1PP,reaction_enzyme,0,0,0,#C1C1C1,square
34_36,reaction_enzyme,0,0.6346839629093115,0.6346839629093115,#F4A582,square
34dhphe_c,reaction_enzyme,0,0,0,#C1C1C1,square
34dhphe_e,reaction_enzyme,0,0,0,#C1C1C1,square
36_35,reaction_enzyme,0,0.6346839629093115,0.6346839629093115,#F4A582,square
3aib__D_c,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_e,reaction_enzyme,0,0,0,#C1C1C1,square
3aib__D_m,reaction_enzyme,0,0,0,#C1C1C1,square
3HBCOAHLm,reaction_enzyme,0,0.9170975575222288,0.9170975575222288,#D6604D,square
3mhis_c,reaction_enzyme,0,0,0,#C1C1C1,square
3mhis_e,reaction_enzyme,0,0,0,#C1C1C1,square
3MHISc,reaction_enzyme,0,-0.6547128624624308,-0.6547128624624308,#92C5DE,square
3SALAOX,reaction_enzyme,0,0.03472141415354151,0.03472141415354151,#FDDBC7,square
3snpyr_c,reaction_enzyme,0,0,0,#C1C1C1,square
3snpyr_m,reaction_enzyme,0,0,0,#C1C1C1,square
3SPYRSP,reaction_enzyme,0,1.3239832668961704,1.3239832668961704,#D6604D,square
3SPYRSPm,reaction_enzyme,0,1.2854224325556456,1.2854224325556456,#D6604D,square
42A3HP24DB_c,reaction_enzyme,0,0,0,#C1C1C1,square
4aphdob_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_c,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_e,reaction_enzyme,0,0,0,#C1C1C1,square
4ohbut_m,reaction_enzyme,0,0,0,#C1C1C1,square
4OHBUTm,reaction_enzyme,0,-1.7345892044876638,-1.7345892044876638,#2166AC,square
765 ,reaction_enzyme,0,0.7881189692783042,0.7881189692783042,#F4A582,square
8781,reaction_enzyme,0,0.6091426370740529,0.6091426370740529,#F4A582,square
AACS,reaction_enzyme,0,-1.8389329087576782,-1.8389329087576782,#053061,square
AADAT,reaction_enzyme,0,-1.611569296216625,-1.611569296216625,#2166AC,square
AADAT_gluakg,reaction_enzyme,0,0.15702052783787068,0.15702052783787068,#FDDBC7,square
AADAT>22,reaction_enzyme,0,-1.611569296216625,-1.611569296216625,#2166AC,square
AADAT>22_gluakg,reaction_enzyme,0,0.15702052783787068,0.15702052783787068,#FDDBC7,square
AADAT>24,reaction_enzyme,0,-1.3797234415558024,-1.3797234415558024,#2166AC,square
AADAT>24_gluakg,reaction_enzyme,0,-0.23038077057446607,-0.23038077057446607,#D1E5F0,square
AADAT>890,reaction_enzyme,0,0.9550575295524326,0.9550575295524326,#D6604D,square
AADAT>890_gluakg,reaction_enzyme,0,0.18384113289803736,0.18384113289803736,#FDDBC7,square
AADAT>891,reaction_enzyme,0,0.9550575295524326,0.9550575295524326,#D6604D,square
AADAT>891_gluakg,reaction_enzyme,0,0.18384113289803736,0.18384113289803736,#FDDBC7,square
AADAT>894,reaction_enzyme,0,0.7950793159821644,0.7950793159821644,#F4A582,square
AADAT>894_gluakg,reaction_enzyme,0,0.18384113289803736,0.18384113289803736,#FDDBC7,square
AADAT>896,reaction_enzyme,0,0.7950793159821644,0.7950793159821644,#F4A582,square
AADAT>896_gluakg,reaction_enzyme,0,0.18384113289803736,0.18384113289803736,#FDDBC7,square
AASAD3m,reaction_enzyme,0,-1.6185357551363544,-1.6185357551363544,#2166AC,square
AASS,reaction_enzyme,0,-0.657544528332972,-0.657544528332972,#92C5DE,square
AASS>23,reaction_enzyme,0,-0.1576835217871724,-0.1576835217871724,#D1E5F0,square
AASS>25,reaction_enzyme,0,-0.6350382328090945,-0.6350382328090945,#92C5DE,square
ABAT,reaction_enzyme,0,1.0954167010173046,1.0954167010173046,#D6604D,square
ABAT_gluakg,reaction_enzyme,0,-0.23038077057446607,-0.23038077057446607,#D1E5F0,square
ABAT_reverse,reaction_enzyme,0,-2.105501650517539,-2.105501650517539,#053061,square
ABAT_reverse_gluakg,reaction_enzyme,0,-0.11917351787664113,-0.11917351787664113,#D1E5F0,square
ABAT>1028,reaction_enzyme,0,-0.821716626773754,-0.821716626773754,#92C5DE,square
ABAT>1028_gluakg,reaction_enzyme,0,-0.23038077057446607,-0.23038077057446607,#D1E5F0,square
