pathway,pval,padj,ES,NES,nMoreExtreme,size
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.4770408163265306,0.8488782922191838,0.28825667330750027,0.9706202118217802,186,40
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.43478260869565216,0.8390609313460499,-0.3580083487323679,-1.021119344588128,259,28
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.5431034482758621,0.8655042012483961,-0.3472258072829715,-0.9342090445357918,314,21
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,0.03160270880361174,0.48654959536832676,0.6402987333892193,1.6473957664689645,13,13
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.08232445520581114,0.6263503521568038,0.46370655850066794,1.417158859350727,33,27
KEGG_GALACTOSE_METABOLISM,0.14719626168224298,0.6938646508748493,0.47446273539969236,1.3199014730815986,62,19
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.10786516853932585,0.6543089251038517,0.5700209602656303,1.399336439252365,47,11
KEGG_FATTY_ACID_METABOLISM,0.4242928452579035,0.8313691187965954,-0.35237857023952684,-1.018184361951398,254,30
KEGG_STEROID_BIOSYNTHESIS,0.9693396226415094,1,0.2036072610055279,0.5295124738333729,410,14
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,0.3227722772277228,0.7870611769118475,-0.5881268141146352,-1.1466920724607073,162,6
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.0625,0.5921601509275758,0.5723541610673816,1.4978073147504554,25,15
KEGG_OXIDATIVE_PHOSPHORYLATION,0.9451851851851852,0.9991212099863175,-0.2020333294183346,-0.7256624033519607,637,101
KEGG_PURINE_METABOLISM,0.8062678062678063,0.9558534231008908,-0.22376867130017775,-0.824378654643695,565,117
KEGG_PYRIMIDINE_METABOLISM,0.9225037257824144,0.9932951506829516,-0.2057803503600073,-0.7259640531388802,618,88
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.07588532883642496,0.6084827290094148,-0.5261286926281104,-1.4480470746227023,44,23
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.33448275862068966,0.7870611769118475,-0.41525126635360177,-1.114766640717571,193,20
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.428087986463621,0.8353722355062838,-0.366040637597318,-1.0261363399138026,252,26
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.29635761589403975,0.779642977406475,-0.35764380919845346,-1.1082466041697134,178,42
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.32755298651252407,0.7870611769118475,-0.5543417540197477,-1.1343948721395032,169,7
KEGG_LYSINE_DEGRADATION,0.542713567839196,0.8655042012483961,0.2703053772245207,0.9232696771847022,215,42
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.03776683087027915,0.5097349284541403,-0.4808700981960792,-1.480989382379409,22,41
KEGG_HISTIDINE_METABOLISM,0.7115839243498818,0.9286584043277418,0.3089778957094783,0.8204948235631544,300,16
KEGG_TYROSINE_METABOLISM,0.2962085308056872,0.779642977406475,0.40187530311620917,1.1306467332618237,124,20
KEGG_PHENYLALANINE_METABOLISM,0.8629629629629629,0.980567896246311,-0.304860964299118,-0.6533617245725079,465,8
KEGG_TRYPTOPHAN_METABOLISM,0.6240963855421687,0.8961477472025641,0.29640557598650247,0.8791205822248354,258,24
KEGG_BETA_ALANINE_METABOLISM,0.6028368794326241,0.8863227205255483,0.33485128606107145,0.8892019483973268,254,16
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,0.8036437246963563,0.9553160906811718,0.3676901489255699,0.7041403403532516,396,5
KEGG_SELENOAMINO_ACID_METABOLISM,0.946551724137931,0.9991212099863175,-0.21848999128387686,-0.5878460693781336,548,21
KEGG_GLUTATHIONE_METABOLISM,0.4723127035830619,0.8488782922191838,-0.33104109603841,-0.9944055563663142,289,35
KEGG_STARCH_AND_SUCROSE_METABOLISM,0.392018779342723,0.8131267774285287,0.3617526260999111,1.0525282454372358,166,22
KEGG_N_GLYCAN_BIOSYNTHESIS,0.20865139949109415,0.7328697172226736,0.33539113909754426,1.1604632392213607,81,44
KEGG_OTHER_GLYCAN_DEGRADATION,0.8996539792387543,0.9858647725178284,-0.25118415365905855,-0.6185828560507157,519,14
KEGG_O_GLYCAN_BIOSYNTHESIS,0.23459715639810427,0.7527713625866052,0.4196649487608716,1.2002451120035567,98,21
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.9491803278688524,0.9991212099863175,-0.20689383304978998,-0.6308003281836183,578,38
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,0.04013961605584642,0.5286265799354805,-0.6157978219066532,-1.5750574468621723,22,17
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,0.004618937644341801,0.19680297061087715,0.6521069658674924,1.8044042246203407,1,18
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,0.0045045045045045045,0.19680297061087715,0.7455039369758213,1.8941261068562107,1,12
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,0.0017271157167530224,0.1652220194647202,-0.775014084887473,-1.9654963960985805,0,16
KEGG_GLYCEROLIPID_METABOLISM,0.6311475409836066,0.9021438240476664,-0.2921254011706819,-0.8978335493892146,384,40
KEGG_INOSITOL_PHOSPHATE_METABOLISM,0.10147299509001637,0.6543089251038517,-0.416611146208445,-1.3227767848254914,61,49
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,0.5745721271393643,0.8702370540085752,0.3160084721627768,0.9151090498745936,234,23
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.31451612903225806,0.785567296996663,0.29798091002224064,1.080896233784619,116,58
KEGG_ETHER_LIPID_METABOLISM,0.12933025404157045,0.6755843854730941,0.48943985564317677,1.354298281487109,55,18
KEGG_ARACHIDONIC_ACID_METABOLISM,0.06944444444444445,0.6084827290094148,-0.5315006945935613,-1.435181797784493,39,22
KEGG_LINOLEIC_ACID_METABOLISM,0.6078431372549019,0.8874903947494194,-0.5004950257238304,-0.8898166094418868,309,4
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,0.13279678068410464,0.6843562623213657,0.6611167422296302,1.341426752604942,65,6
KEGG_SPHINGOLIPID_METABOLISM,0.8374384236453202,0.9710531988160516,-0.25619250381568043,-0.7498680899261113,509,31
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,0.43990384615384615,0.8440694081293083,0.3857042513101566,1.0093586947377646,182,15
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,0.2764811490125673,0.7722241965132599,-0.5069434978887686,-1.1739534944574368,153,11
