pathway,pval,padj,ES,NES,nMoreExtreme,size
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.8956661316211878,0.9824747622477744,-0.2342083849670089,-0.7159191557977503,557,40
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.5876623376623377,0.901281451912588,-0.32409596242280486,-0.9256503419433464,361,28
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.5267558528428093,0.8844589839663731,-0.3648144565199586,-0.9642862596624449,314,21
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,0.02358490566037736,0.43965900967128424,0.6451641541969223,1.6573107291790392,9,13
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.12244897959183673,0.696360933223361,0.43517295729547084,1.3399785471989285,47,27
KEGG_GALACTOSE_METABOLISM,0.18944844124700239,0.7382547078237235,0.4434849552671626,1.2598092892689174,78,19
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.050359712230215826,0.5563236047107015,0.637874649818442,1.5438444454728688,20,11
KEGG_FATTY_ACID_METABOLISM,0.40558292282430214,0.8455759099616857,-0.3641307936116622,-1.0427116089615447,246,30
KEGG_STEROID_BIOSYNTHESIS,0.9976851851851852,1,0.1683337282168501,0.44457838720352116,430,14
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,0.15232974910394265,0.7289989264626945,-0.6771461052479062,-1.3457719744280148,84,6
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.00702576112412178,0.30533957845433257,0.6914314119847578,1.838744735141207,2,15
KEGG_OXIDATIVE_PHOSPHORYLATION,1,1,-0.14460833316654767,-0.5160623442010872,710,101
KEGG_PURINE_METABOLISM,0.603542234332425,0.9022558034080169,-0.25139741124935533,-0.9215967444992414,442,117
KEGG_PYRIMIDINE_METABOLISM,0.5494978479196556,0.8923981524427954,-0.27039222465258567,-0.9434949176148675,382,88
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.05802047781569966,0.570291313095967,-0.5463939233818377,-1.4713894599412096,33,23
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.3418803418803419,0.8207524036655157,-0.4214079085817074,-1.0965456655251837,199,20
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.3519736842105263,0.8207524036655157,-0.3913910596265713,-1.0981833022075527,213,26
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.5818759936406995,0.9000011425502865,-0.3003156276463088,-0.927780714089569,365,42
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.4809437386569873,0.8709089534180279,-0.4892477821760262,-1.0060680819848455,264,7
KEGG_LYSINE_DEGRADATION,0.7184986595174263,0.932413871927595,0.24188802647320562,0.8392107617510015,267,42
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.03376205787781351,0.4923822266341527,-0.4985187260144522,-1.529181114178537,20,41
KEGG_HISTIDINE_METABOLISM,0.9358669833729216,0.9963934124788626,0.22474961080555747,0.6105432439378745,393,16
KEGG_TYROSINE_METABOLISM,0.4988009592326139,0.8790453074433657,0.3297437083651343,0.9505440594015809,207,20
KEGG_PHENYLALANINE_METABOLISM,0.5911504424778761,0.901281451912588,-0.4188339238937939,-0.8996291496057645,333,8
KEGG_TRYPTOPHAN_METABOLISM,0.603448275862069,0.9022558034080169,0.29481602188393546,0.8911007401736692,244,24
KEGG_BETA_ALANINE_METABOLISM,0.7268408551068883,0.9336719416551815,0.28922863778713576,0.7857036553761358,305,16
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,0.9152173913043479,0.9914094672504228,0.3177351557201045,0.6075484314381163,420,5
KEGG_SELENOAMINO_ACID_METABOLISM,0.7722772277227723,0.9492969860545307,0.27063270290463387,0.7891268535641481,311,21
KEGG_GLUTATHIONE_METABOLISM,0.5714285714285714,0.8984908000826959,-0.3098475224063797,-0.9209311981288711,351,35
KEGG_STARCH_AND_SUCROSE_METABOLISM,0.09226932668329177,0.6385390028114427,0.4849224630926672,1.4151861161870154,36,22
KEGG_N_GLYCAN_BIOSYNTHESIS,0.1424731182795699,0.7289989264626945,0.35859775954592843,1.2569443118958687,52,44
KEGG_OTHER_GLYCAN_DEGRADATION,0.9513888888888888,1,0.2087618927208053,0.5513513337969295,410,14
KEGG_O_GLYCAN_BIOSYNTHESIS,0.35148514851485146,0.8207524036655157,0.36920385018015756,1.0765464391016446,141,21
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.9416531604538088,0.9991271082354133,-0.21000194996638916,-0.6365762718385073,580,38
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,0.05326460481099656,0.5589784984388305,-0.5973398469096658,-1.5105530783376702,30,17
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,0.004662004662004662,0.27492408906882587,0.6706024239656574,1.8853480073759774,1,18
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,0.02386634844868735,0.43965900967128424,0.6641612933037613,1.66124092813883,9,12
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,0.0034423407917383822,0.24934021801491682,-0.7156755382362159,-1.7906627595802314,1,16
KEGG_GLYCEROLIPID_METABOLISM,0.3290529695024077,0.8097758807799909,-0.35569654246965837,-1.0872794688410794,204,40
KEGG_INOSITOL_PHOSPHATE_METABOLISM,0.13425925925925927,0.7129507065358812,-0.39962320191220585,-1.2748293813711675,86,49
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,0.08413461538461539,0.6176264812628449,0.4826280449291582,1.4492241057693411,34,23
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.26243093922651933,0.7636912007616785,0.30460372555236276,1.1266263368062872,94,58
KEGG_ETHER_LIPID_METABOLISM,0.07459207459207459,0.595118277361268,0.5177774942882575,1.4556922734452942,31,18
KEGG_ARACHIDONIC_ACID_METABOLISM,0.02329450915141431,0.43965900967128424,-0.6181124775508859,-1.6592381066087318,13,22
KEGG_LINOLEIC_ACID_METABOLISM,0.49906542056074765,0.8790453074433657,-0.5717559969576013,-1.0128704002848161,266,4
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,0.036036036036036036,0.5019635019635019,0.7657987644996657,1.558195801847554,15,6
KEGG_SPHINGOLIPID_METABOLISM,0.7227979274611399,0.9325850017350906,0.25482270226417275,0.8246147980932944,278,31
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,0.531615925058548,0.886043412033511,0.35676137065943725,0.9487464419916489,226,15
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,0.12991452991452992,0.7093072198599837,-0.577860373997771,-1.3510127279273805,75,11
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,0.4739583333333333,0.8701557354083957,-0.4389866570314513,-0.996670455719621,272,10
KEGG_PYRUVATE_METABOLISM,0.2280130293159609,0.7498399870876536,-0.3967248883206269,-1.169195986753476,139,33
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,0.14705882352941177,0.7289989264626945,-0.5509725848409462,-1.333221580090484,84,13
KEGG_PROPANOATE_METABOLISM,0.270935960591133,0.7702104214043066,-0.39859114687484026,-1.141391014897074,164,30
KEGG_BUTANOATE_METABOLISM,0.12335526315789473,0.6975512935282894,-0.4606409399664541,-1.292487848513974,74,26
KEGG_ONE_CARBON_POOL_BY_FOLATE,0.6333333333333333,0.9058032900221639,-0.361712846330267,-0.8761596302244858,360,14
KEGG_RIBOFLAVIN_METABOLISM,0.26252983293556087,0.7636912007616785,0.48504841307646984,1.2132328156661911,109,12
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,0.38369304556354916,0.8376094076999612,0.3664982476321082,1.0411128751584449,159,19
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,0.5059952038369304,0.8805974469563205,0.4002462595850783,0.9687137823357502,210,11
KEGG_FOLATE_BIOSYNTHESIS,0.6678765880217786,0.9166695759437694,-0.41149367761821953,-0.8461778879179527,367,7
KEGG_RETINOL_METABOLISM,0.02142857142857143,0.4392834372618844,0.5918853179503543,1.6304301466665736,8,17
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,0.0049261083743842365,0.27492408906882587,0.5895717449481322,1.7820192232143734,1,24
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,0.7106481481481481,0.92914466060525025,0.30074148821781194,0.7942743692150815,306,14
KEGG_LIMONENE_AND_PINENE_DEGRADATION,0.2690972222222222,0.769405610380117,-0.5163175445489963,-1.1722416483032543,154,10
KEGG_NITROGEN_METABOLISM,0.15897435897435896,0.7289989264626945,-0.5558424085460368,-1.2995356706538999,92,11
KEGG_SULFUR_METABOLISM,0.3769911504424779,0.8325221238938054,-0.5127322034902011,-1.1013167985846961,212,8
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.9002493765586035,0.9840250982202442,0.22798991843435304,0.6653603240839132,360,22
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,0.15211970074812967,0.7289989264626945,0.45165183272676207,1.3180899044125953,60,22
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.26184538653366585,0.7636912007616785,0.3988549555312838,1.1640087609890672,104,22
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.002403846153846154,0.24874084249084252,0.5914505173596378,1.775993658331956,0,23
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.3237410071942446,0.8049075613650954,0.38910463498153075,1.1216623392181824,134,20
KEGG_ABC_TRANSPORTERS,0.16581632653061223,0.7308699341805688,0.41951254995278525,1.2733479587798933,64,25
KEGG_RIBOSOME,0.490625,0.8760296836483155,0.2563579270472198,1.000466832335008,156,84
KEGG_RNA_DEGRADATION,0.93343653250774,0.9956224606959901,-0.21475130074196494,-0.6944498405867199,602,55
KEGG_RNA_POLYMERASE,0.7461139896373057,0.9407486376353571,0.2586886111197028,0.8077478415459933,287,28
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.8523316062176166,0.9773029439696105,0.22976051904213873,0.743512733898128,328,31
KEGG_DNA_REPLICATION,0.008116883116883116,0.33279220779220775,-0.584389931279636,-1.7369282652580047,4,35
KEGG_SPLICEOSOME,0.20463847203274216,0.7382547078237235,-0.31660687644070096,-1.1659392742034544,149,124
KEGG_PROTEASOME,0.39228295819935693,0.8410626319493314,-0.3389467850930522,-1.0397022126322306,243,41
KEGG_PROTEIN_EXPORT,0.7091346153846154,0.9285049032482251,0.277066340332441,0.8319682694071453,294,23
