pathway,pval,padj,ES,NES,nMoreExtreme,size
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.10642570281124498,0.5640562248995984,0.4625254916156031,1.3744510120973674,52,40
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.6579476861167002,0.9169233601982453,-0.3060080403603527,-0.8699347230131999,326,28
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.49500998003992014,0.8472686429459665,0.3691734105679615,0.9612062945874478,247,21
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,0.14285714285714285,0.6110798650168728,-0.5600765521770336,-1.3404314866019449,70,13
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.38823529411764707,0.8146708073813973,0.37785429712345453,1.045929657698072,197,27
KEGG_GALACTOSE_METABOLISM,0.7362204724409449,0.9388539240693505,0.31447481419912404,0.7976319117689608,373,19
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.13717693836978131,0.5978801866027137,-0.5789102594033404,-1.3382611269925506,68,11
KEGG_FATTY_ACID_METABOLISM,0.2896825396825397,0.7542450607422392,0.40466459539372884,1.133189406896515,145,30
KEGG_STEROID_BIOSYNTHESIS,0.36627906976744184,0.8146708073813973,0.4605204779217156,1.0983143565347557,188,14
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,0.9035639412997903,0.9744141163496002,0.32385171573387117,0.6261352778401834,430,6
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.008264462809917356,0.2806043388429752,-0.6916130079111161,-1.6841496435829506,3,15
KEGG_OXIDATIVE_PHOSPHORYLATION,0.19322709163346613,0.6779185125101391,-0.31871965706994804,-1.1436303277183777,96,101
KEGG_PURINE_METABOLISM,0.42362525458248473,0.8277240623131035,0.27749724057248903,1.0043896590979104,207,117
KEGG_PYRIMIDINE_METABOLISM,0.30505050505050507,0.7656445585958145,0.3180820200218214,1.0888909425542266,150,88
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.3782178217821782,0.8146708073813973,0.39885817448350336,1.0559531530719595,190,23
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.45401174168297453,0.8382051951377262,-0.3818134462526645,-1.0046447232000604,231,20
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.9856850715746421,1,-0.18783797341361197,-0.5215868345193316,481,26
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.2977867203219316,0.7656445585958145,-0.3573169416311899,-1.1075648654082924,147,42
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.07364341085271318,0.4973585886079081,-0.7087984018049153,-1.4584590299923297,37,7
KEGG_LYSINE_DEGRADATION,0.744466800804829,0.9394462010156175,-0.27266758080215747,-0.8451797193094109,369,42
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.6926147704590818,0.9228486147086671,0.28371923375896785,0.846777265012306,346,41
KEGG_HISTIDINE_METABOLISM,0.4796905222437137,0.8451149231328005,0.40709383868393545,0.9955032087288854,247,16
KEGG_TYROSINE_METABOLISM,0.29327902240325865,0.7614042003372534,0.45010870488876464,1.1416436612862957,143,20
KEGG_PHENYLALANINE_METABOLISM,0.8316008316008316,0.9520909415535337,0.33626325995495543,0.6954515478105103,399,8
KEGG_TRYPTOPHAN_METABOLISM,0.30284552845528456,0.7656445585958145,-0.41413406033891564,-1.136815835884928,148,24
KEGG_BETA_ALANINE_METABOLISM,0.7775628626692457,0.9410173241378128,0.31180439203735055,0.7624833472607179,401,16
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,0.8098159509202454,0.9451935624184429,0.38600754531991677,0.7225215234442437,395,5
KEGG_SELENOAMINO_ACID_METABOLISM,0.7964071856287425,0.9451015267968426,-0.2896426746559801,-0.7656004724179813,398,21
KEGG_GLUTATHIONE_METABOLISM,0.2584493041749503,0.7246585006092477,-0.38465566568302806,-1.152445831759297,129,35
KEGG_STARCH_AND_SUCROSE_METABOLISM,0.027613412228796843,0.3846406716229201,-0.5910511483386994,-1.5928405147463596,13,22
KEGG_N_GLYCAN_BIOSYNTHESIS,0.5111561866125761,0.8576978208031244,-0.312618120875492,-0.9751390225709281,251,44
KEGG_OTHER_GLYCAN_DEGRADATION,0.14609053497942387,0.6152223498261397,-0.557724014019842,-1.3402723198625512,70,14
KEGG_O_GLYCAN_BIOSYNTHESIS,0.26147704590818366,0.7260543510543511,0.44996065404233576,1.1715497395025902,130,21
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.09900990099009901,0.548848252172156,0.4549088709828534,1.3509629404778773,49,38
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,0.2069672131147541,0.6876754649822029,-0.49333897074113336,-1.249792102285661,100,17
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,0.5649606299212598,0.8775264108784115,0.3645828837087915,0.9176319474437015,286,18
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,0.6220472440944882,0.9011391076115486,0.385511308134894,0.89346748700623,315,12
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,0.010309278350515464,0.3068775596667137,-0.690851162468742,-1.7262251649656029,4,16
