pathway,pval,padj,ES,NES,nMoreExtreme,size
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.9819494584837545,0.9916473267066602,0.17276028386551573,0.5011186163437233,543,14
KEGG_FATTY_ACID_METABOLISM,0.3483754512635379,0.6194863526430957,0.3749464856339117,1.0875917767654952,192,14
KEGG_PURINE_METABOLISM,0.15695067264573992,0.4245387046974932,-0.40886012356961116,-1.3022245440095612,69,18
KEGG_PYRIMIDINE_METABOLISM,0.6905829596412556,0.8378396201529938,-0.26597039653828897,-0.8337884022937057,307,17
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.9676025917926566,0.9896925227113907,-0.1695477078529149,-0.5639578336200075,447,21
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.302158273381295,0.5865425306813373,0.3659094920075689,1.114333490169997,167,17
KEGG_TRYPTOPHAN_METABOLISM,0.8651079136690647,0.9372325780407038,0.23515503375297137,0.7161364632966988,480,17
KEGG_GLUTATHIONE_METABOLISM,0.6338797814207651,0.7983981979727194,0.29479528995216053,0.878479741880456,347,16
KEGG_PPAR_SIGNALING_PATHWAY,0.7382671480144405,0.8662613981762919,0.27474370130737175,0.7969377010023838,408,14
KEGG_MAPK_SIGNALING_PATHWAY,0.4884210526315789,0.7097672064777328,-0.2750852452765288,-0.973843444140528,231,26
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.34146341463414637,0.6194863526430957,-0.3011139122190038,-1.0904869240029755,153,31
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.387523629489603,0.6271431522412725,0.3192159523836332,1.0489291193135062,204,23
KEGG_CELL_CYCLE,0.6103603603603603,0.7929878697595232,-0.2861064294422871,-0.8654775810416209,270,15
KEGG_LYSOSOME,0.12780269058295965,0.37264336213668503,-0.43510451688919083,-1.364005561106071,56,17
KEGG_ENDOCYTOSIS,0.39148936170212767,0.6271431522412725,-0.3007360033770508,-1.0472001890407943,183,25
KEGG_PEROXISOME,0.9319852941176471,0.97327578183172,0.1934660325943105,0.6324961718587322,506,22
KEGG_AXON_GUIDANCE,0.02207505518763797,0.16556291390728478,-0.6273771181851879,-1.7085711375430213,9,11
KEGG_FOCAL_ADHESION,0.0022172949002217295,0.03699551569506727,-0.6002630711692297,-2.1738584751800816,0,31
KEGG_ECM_RECEPTOR_INTERACTION,0.020089285714285716,0.15784438775510204,-0.5671052215395446,-1.6847735700179396,8,14
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.023706896551724137,0.1700712143928036,-0.472609787493856,-1.6312061897421775,10,24
KEGG_TIGHT_JUNCTION,0.03275109170305677,0.1863424183104954,-0.4649437973493869,-1.563579499611785,14,22
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.10262008733624454,0.35610162432319864,-0.40784332028250997,-1.3715538486216927,46,22
KEGG_HEMATOPOIETIC_CELL_LINEAGE,0.09955752212389381,0.35610162432319864,-0.5384748250302928,-1.4200633815145787,44,10
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.19205298013245034,0.49358749960220216,-0.4011265490607093,-1.2461623473203252,86,16
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.002207505518763797,0.03699551569506727,-0.6580676742669584,-2.0443901296995093,0,16
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.010917030567685589,0.10007278020378456,-0.5189539231290291,-1.7452124753003333,4,22
KEGG_INSULIN_SIGNALING_PATHWAY,0.11648745519713262,0.3626496246703185,0.4696378583936399,1.3821921271831277,64,15
KEGG_LEISHMANIA_INFECTION,0.5613718411552346,0.7609161942699556,0.31837079632967624,0.9234850127079607,310,14
KEGG_PATHWAYS_IN_CANCER,0.008368200836820083,0.08122077282795963,-0.4432719565960409,-1.710670391008027,3,40
KEGG_SMALL_CELL_LUNG_CANCER,0.029411764705882353,0.1860902255639098,-0.5644028649079303,-1.6261671312893724,12,13
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.9856373429084381,0.9916473267066602,0.15176615140043298,0.47235703401875906,548,18
PID_INTEGRIN1_PATHWAY,0.002242152466367713,0.03699551569506727,-0.6580416804100976,-2.0958708805590547,0,18
PID_INTEGRIN3_PATHWAY,0.07366071428571429,0.3288972269449493,-0.5058592630045328,-1.50282219963542,32,14
PID_P53_DOWNSTREAM_PATHWAY,0.02959830866807611,0.1860902255639098,-0.4613000585130276,-1.5796759618705838,13,23
PID_AVB3_INTEGRIN_PATHWAY,0.0772626931567329,0.33052884615384615,-0.5381773881840927,-1.4656485320814758,34,11
PID_ATF2_PATHWAY,0.8243243243243243,0.919010226442659,-0.24024471305595263,-0.7267449861892976,365,15
PID_PDGFRB_PATHWAY,0.029017857142857144,0.1860902255639098,-0.5542065697167097,-1.646453859927842,12,14
