pathway,pval,padj,ES,NES,nMoreExtreme,size
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.12226277372262774,0.3911205073995772,-0.3443758636825592,-1.2524062094859334,66,66
HALLMARK_HYPOXIA,0.002183406113537118,0.02019650655021834,0.48030944774977924,1.7849041463505801,0,78
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13742071881606766,0.3911205073995772,0.4284348315871477,1.3053077721023287,64,29
HALLMARK_MITOTIC_SPINDLE,0.7362428842504743,0.8294468852089669,-0.2710437582138393,-0.8429316194474494,387,33
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.12987012987012986,0.3911205073995772,0.4538924425214791,1.314409969240597,59,24
HALLMARK_G2M_CHECKPOINT,0.8283261802575107,0.8296296296296296,0.25220641759338513,0.7232482633543054,385,23
HALLMARK_APOPTOSIS,0.28125,0.49508067689885876,-0.32556566116445795,-1.1143452463906034,152,49
HALLMARK_ADIPOGENESIS,0.6340425531914894,0.8089508437270727,0.2472838498211824,0.9187438838888833,297,74
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.5449438202247191,0.7522363784223366,-0.26200221647842975,-0.9661100691579262,290,75
HALLMARK_ESTROGEN_RESPONSE_LATE,0.29135338345864664,0.49508067689885876,-0.29549209596106596,-1.0892915271748433,154,74
HALLMARK_ANDROGEN_RESPONSE,0.5692599620493358,0.7522363784223366,-0.3125754031974325,-0.9304814456723893,299,27
HALLMARK_MYOGENESIS,0.16228070175438597,0.40029239766081876,0.33086198682349743,1.2064375220613979,73,69
HALLMARK_PROTEIN_SECRETION,0.7397769516728625,0.8294468852089669,-0.2941781912356158,-0.8114506834983168,397,20
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.8296296296296296,0.8296296296296296,-0.2682434910885645,-0.750996725079771,447,21
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.15053763440860216,0.3978494623655914,0.391534932737946,1.266338344004062,69,39
HALLMARK_APICAL_JUNCTION,0.46436285097192226,0.7158927285817135,0.2741285773932769,0.9839837278775115,214,62
HALLMARK_COMPLEMENT,0.0021551724137931034,0.02019650655021834,0.522753995897202,1.8487230754361885,0,59
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.8254310344827587,0.8296296296296296,0.2681672581697416,0.7384786784113764,382,20
HALLMARK_MTORC1_SIGNALING,0.014830508474576272,0.06859110169491525,0.4901029663968644,1.651852488575706,6,45
HALLMARK_E2F_TARGETS,0.2943722943722944,0.49508067689885876,0.3915141088251158,1.1337709103048743,135,24
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.006329113924050633,0.039029535864978905,0.42832362591102247,1.66050965208913,2,100
HALLMARK_INFLAMMATORY_RESPONSE,0.18843683083511778,0.43576017130620986,0.3623599761926564,1.210492869674351,87,44
HALLMARK_XENOBIOTIC_METABOLISM,0.6942909760589319,0.8294468852089669,-0.2431039470404681,-0.9033632693654244,376,77
HALLMARK_FATTY_ACID_METABOLISM,0.005545286506469501,0.039029535864978905,-0.4344481433842015,-1.6000452991496623,2,72
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0018484288354898336,0.02019650655021834,-0.5097064095556915,-1.6657027447275043,0,40
HALLMARK_GLYCOLYSIS,0.0021551724137931034,0.02019650655021834,0.46276258738481874,1.7040070630475617,0,71
HALLMARK_P53_PATHWAY,0.7210144927536232,0.8294468852089669,-0.2486353573561692,-0.8693923944147008,397,56
HALLMARK_UV_RESPONSE_UP,0.538899430740038,0.7522363784223366,-0.2894429346745243,-0.9654084436743334,283,46
HALLMARK_UV_RESPONSE_DN,0.45263157894736844,0.7158927285817135,0.2933002705408762,0.9971471350589621,214,46
HALLMARK_HEME_METABOLISM,0.5656192236598891,0.7522363784223366,-0.2921131479130672,-0.954615565211219,305,40
HALLMARK_COAGULATION,0.031042128603104215,0.12761763981276175,0.42110313630857876,1.4714591656068643,13,57
HALLMARK_IL2_STAT5_SIGNALING,0.21875,0.44965277777777773,-0.33562551605606983,-1.154895845738453,118,51
HALLMARK_BILE_ACID_METABOLISM,0.24299065420560748,0.4731923266109198,-0.3789758219992446,-1.168567860912628,129,31
HALLMARK_PEROXISOME,0.20872865275142316,0.44965277777777773,-0.38940766806978205,-1.184986940165359,109,30
HALLMARK_ALLOGRAFT_REJECTION,0.11134903640256959,0.3911205073995772,0.42893622358759315,1.3272454904914348,51,31
HALLMARK_KRAS_SIGNALING_UP,0.7785977859778598,0.8296296296296296,-0.22974219724736503,-0.8360126994897822,421,67
HALLMARK_KRAS_SIGNALING_DN,0.007462686567164179,0.0394456289978678,-0.5993100147675396,-1.7142303180780465,3,23
