pathway,pval,padj,ES,NES,nMoreExtreme,size,contrast
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.0020190895741556535,0.021972445365811524,0.5656098017484366,1.8064061836268417,10,35,M1AvHK2
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.00369484894588133,0.035976160788844525,-0.5986029061920646,-1.827874829721988,16,25,M1AvHK2
KEGG_PENTOSE_PHOSPHATE_PATHWAY,5.638037962788949e-4,0.008023361716276581,0.7205362259860422,2.001348658280887,2,19,M1AvHK2
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,0.15446993670886075,0.31752153656821375,0.5969225657126376,1.320173223277604,780,8,M1AvHK2
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,3.720238095238095e-4,0.006708732230925442,0.7148882961377186,2.040526698095948,1,21,M1AvHK2
KEGG_GALACTOSE_METABOLISM,0.04305766312594841,0.13274067227708322,0.5696452593386583,1.5130929482329563,226,16,M1AvHK2
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.6275712025316456,0.7588279246297674,0.3957341254087268,0.8752183715455102,3172,8,M1AvHK2
KEGG_FATTY_ACID_METABOLISM,4.351610095735422e-4,0.006708732230925442,-0.6165981011251895,-1.9744329687979116,1,30,M1AvHK2
KEGG_STEROID_BIOSYNTHESIS,0.0026909542537776857,0.027657029830492882,-0.7332472753173173,-1.7892712325827287,12,11,M1AvHK2
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,0.4895091053048298,0.668048998341202,-0.5563498865637374,-1.0061528548181629,2472,4,M1AvHK2
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.7569224683544303,0.8538454673510342,0.34957748742493255,0.7731368604034812,3826,8,M1AvHK2
KEGG_OXIDATIVE_PHOSPHORYLATION,2.3496240601503758e-4,0.006485539000876424,-0.5380522606416182,-2.057081537947174,0,71,M1AvHK2
KEGG_PURINE_METABOLISM,3.477051460361613e-4,0.006708732230925442,0.4889353549317177,1.826642675317157,1,80,M1AvHK2
KEGG_PYRIMIDINE_METABOLISM,0.43799195382193457,0.634115398664162,0.27779424047471424,1.011731170851179,2503,68,M1AvHK2
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.8062699455603529,0.8672089530736353,0.27151020926159347,0.7631711025352523,4294,20,M1AvHK2
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.44298245614035087,0.6352849177206583,-0.3934038809860408,-1.0074375791594778,2120,13,M1AvHK2
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.05406911928651059,0.1515573798182494,0.5091252328609444,1.4703165100899434,290,22,M1AvHK2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,2.1920210434020167e-4,0.006485539000876424,-0.6245964108093901,-2.1023170244716356,0,37,M1AvHK2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.02801635991820041,0.1016279722522956,-0.6887470954680984,-1.5835134988501263,136,9,M1AvHK2
KEGG_LYSINE_DEGRADATION,0.02386117136659436,0.09309581320450885,-0.5074245509066019,-1.5661285392294277,109,26,M1AvHK2
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.20790565625682464,0.3770837883089466,-0.3728231155215474,-1.1834499010505481,951,29,M1AvHK2
KEGG_HISTIDINE_METABOLISM,0.7017792155276992,0.8063922662895923,-0.3673913101316875,-0.8168050732220232,3470,8,M1AvHK2
KEGG_TYROSINE_METABOLISM,0.24618062270353896,0.4140310472741337,0.49581088218390645,1.196937150267543,1272,11,M1AvHK2
KEGG_PHENYLALANINE_METABOLISM,0.589590782677791,0.7470842109273379,0.4429717493868897,0.9052996112481758,2967,6,M1AvHK2
KEGG_TRYPTOPHAN_METABOLISM,0.01871942139970219,0.082454594260593,-0.5809406049769736,-1.6263104737517502,87,18,M1AvHK2
KEGG_BETA_ALANINE_METABOLISM,0.08061821219715956,0.20154553049289892,-0.5580733149603566,-1.4291267996848154,385,13,M1AvHK2
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,0.45150435471100553,0.6425254278579694,-0.5757149434565267,-1.0411743543222596,2280,4,M1AvHK2
KEGG_SELENOAMINO_ACID_METABOLISM,0.06790591805766312,0.18206659189373445,0.543948994589234,1.444838475206321,357,16,M1AvHK2
KEGG_GLUTATHIONE_METABOLISM,0.016595980084823898,0.07675640789231053,0.5180530814807067,1.590236914098206,89,29,M1AvHK2
